method,experiment_type,experiment_variant,dataset_direction,model,brier_before,brier_after,ece_before,ece_after,mce_before,mce_after,brier_delta,ece_delta,mce_delta,experiment_id,n,brier_win,ece_win,mce_win,all_win,any_degrade,outcome,failure_category,model_family
isotonic,external_kaggle_uci,cfs_plus_chol,va__to__kaggle,lr,0.241641,0.231642,0.083871,0.006217,0.163379,0.190032,-0.009999,-0.077654,0.026653,external_kaggle_uci__cfs_plus_chol__va__to__kaggle__lr.json,1,True,True,False,False,True,neutral,mce_degraded,linear
isotonic,external_kaggle_uci,cfs_plus_chol,va__to__kaggle,rf,0.237730,0.227796,0.087004,0.004874,0.231052,0.021782,-0.009934,-0.082130,-0.209270,external_kaggle_uci__cfs_plus_chol__va__to__kaggle__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs_plus_chol,va__to__kaggle,xgb,0.293948,0.231032,0.227110,0.004787,0.294123,0.202930,-0.062916,-0.222322,-0.091193,external_kaggle_uci__cfs_plus_chol__va__to__kaggle__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,cleveland+hungary+switzerland+va__to__kaggle,lgbm,0.262292,0.229405,0.159188,0.008128,0.477162,0.151994,-0.032887,-0.151060,-0.325168,external_kaggle_uci__cfs__cleveland+hungary+switzerland+va__to__kaggle__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,cleveland+hungary+switzerland+va__to__kaggle,lr,0.272979,0.236287,0.178726,0.006029,0.303414,0.082047,-0.036691,-0.172697,-0.221367,external_kaggle_uci__cfs__cleveland+hungary+switzerland+va__to__kaggle__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_kaggle_uci,cfs,cleveland+hungary+switzerland+va__to__kaggle,rf,0.261179,0.229331,0.142096,0.002236,0.551274,0.163931,-0.031848,-0.139861,-0.387343,external_kaggle_uci__cfs__cleveland+hungary+switzerland+va__to__kaggle__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,cleveland+hungary+switzerland+va__to__kaggle,xgb,0.260731,0.228830,0.156978,0.004639,0.385051,0.034188,-0.031900,-0.152339,-0.350863,external_kaggle_uci__cfs__cleveland+hungary+switzerland+va__to__kaggle__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,cleveland__to__kaggle,lgbm,0.279759,0.224418,0.181060,0.004831,0.587716,0.017638,-0.055341,-0.176229,-0.570078,external_kaggle_uci__cfs__cleveland__to__kaggle__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,cleveland__to__kaggle,lr,0.265364,0.227623,0.160297,0.006725,0.265989,0.062089,-0.037741,-0.153573,-0.203900,external_kaggle_uci__cfs__cleveland__to__kaggle__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_kaggle_uci,cfs,cleveland__to__kaggle,rf,0.253874,0.225086,0.130683,0.004130,0.431318,0.061351,-0.028789,-0.126553,-0.369967,external_kaggle_uci__cfs__cleveland__to__kaggle__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,cleveland__to__kaggle,xgb,0.268025,0.226086,0.158559,0.002595,0.312496,1.000000,-0.041938,-0.155964,0.687504,external_kaggle_uci__cfs__cleveland__to__kaggle__xgb.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_kaggle_uci,cfs,hungary__to__kaggle,lgbm,0.292313,0.221733,0.241751,0.010590,0.376069,0.025926,-0.070580,-0.231161,-0.350143,external_kaggle_uci__cfs__hungary__to__kaggle__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,hungary__to__kaggle,lr,0.266595,0.223792,0.138539,0.009653,0.138539,0.048542,-0.042803,-0.128887,-0.089998,external_kaggle_uci__cfs__hungary__to__kaggle__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_kaggle_uci,cfs,hungary__to__kaggle,rf,0.246507,0.222020,0.153505,0.003344,0.261178,0.500000,-0.024487,-0.150161,0.238822,external_kaggle_uci__cfs__hungary__to__kaggle__rf.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_kaggle_uci,cfs,hungary__to__kaggle,xgb,0.289189,0.228144,0.214228,0.003895,0.411301,0.042103,-0.061045,-0.210333,-0.369198,external_kaggle_uci__cfs__hungary__to__kaggle__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__cleveland+hungary+switzerland+va,lgbm,0.292284,0.246890,0.207030,0.065151,0.419672,0.556436,-0.045393,-0.141878,0.136764,external_kaggle_uci__cfs__kaggle__to__cleveland+hungary+switzerland+va__lgbm.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__cleveland+hungary+switzerland+va,lr,0.266936,0.243023,0.139382,0.041731,0.449107,0.321429,-0.023912,-0.097651,-0.127679,external_kaggle_uci__cfs__kaggle__to__cleveland+hungary+switzerland+va__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_kaggle_uci,cfs,kaggle__to__cleveland+hungary+switzerland+va,rf,0.272529,0.243380,0.175279,0.049215,0.300358,1.000000,-0.029149,-0.126065,0.699642,external_kaggle_uci__cfs__kaggle__to__cleveland+hungary+switzerland+va__rf.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__cleveland+hungary+switzerland+va,xgb,0.279852,0.242352,0.184335,0.037064,0.462780,0.962146,-0.037500,-0.147271,0.499366,external_kaggle_uci__cfs__kaggle__to__cleveland+hungary+switzerland+va__xgb.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__cleveland,lgbm,0.269851,0.242587,0.187739,0.067129,0.420165,0.348847,-0.027264,-0.120610,-0.071318,external_kaggle_uci__cfs__kaggle__to__cleveland__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__cleveland,lr,0.259623,0.231094,0.180040,0.032064,0.305634,0.105537,-0.028529,-0.147976,-0.200096,external_kaggle_uci__cfs__kaggle__to__cleveland__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_kaggle_uci,cfs,kaggle__to__cleveland,rf,0.272684,0.233722,0.184699,0.035014,0.310159,0.200000,-0.038962,-0.149686,-0.110159,external_kaggle_uci__cfs__kaggle__to__cleveland__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__cleveland,xgb,0.275072,0.234680,0.201068,0.027200,0.409095,0.062393,-0.040393,-0.173868,-0.346702,external_kaggle_uci__cfs__kaggle__to__cleveland__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__hungary,lgbm,0.304626,0.230005,0.236992,0.041016,0.509065,0.500000,-0.074621,-0.195977,-0.009065,external_kaggle_uci__cfs__kaggle__to__hungary__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__hungary,lr,0.280204,0.237332,0.219915,0.057683,0.545472,0.526367,-0.042873,-0.162232,-0.019105,external_kaggle_uci__cfs__kaggle__to__hungary__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_kaggle_uci,cfs,kaggle__to__hungary,rf,0.290648,0.243190,0.230966,0.056911,0.438482,0.466667,-0.047457,-0.174056,0.028185,external_kaggle_uci__cfs__kaggle__to__hungary__rf.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__hungary,xgb,0.304546,0.225096,0.242574,0.037948,0.903922,0.104167,-0.079450,-0.204626,-0.799755,external_kaggle_uci__cfs__kaggle__to__hungary__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__switzerland,lgbm,0.307243,0.110192,0.390332,0.092326,0.963850,1.000000,-0.197051,-0.298005,0.036150,external_kaggle_uci__cfs__kaggle__to__switzerland__lgbm.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__switzerland,lr,0.292223,0.070923,0.390751,0.051872,0.833126,0.111111,-0.221300,-0.338879,-0.722015,external_kaggle_uci__cfs__kaggle__to__switzerland__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_kaggle_uci,cfs,kaggle__to__switzerland,rf,0.278399,0.083449,0.374242,0.083729,0.839650,0.333333,-0.194950,-0.290513,-0.506317,external_kaggle_uci__cfs__kaggle__to__switzerland__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__switzerland,xgb,0.291270,0.077465,0.373230,0.061367,0.952957,0.250000,-0.213805,-0.311863,-0.702957,external_kaggle_uci__cfs__kaggle__to__switzerland__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__va,lgbm,0.252084,0.250967,0.192505,0.184072,0.376892,0.555556,-0.001117,-0.008433,0.178664,external_kaggle_uci__cfs__kaggle__to__va__lgbm.json,1,True,True,False,False,True,degraded,mce_degraded|mce_severe,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__va,lr,0.223299,0.239542,0.148426,0.155785,0.279275,0.208311,0.016243,0.007359,-0.070964,external_kaggle_uci__cfs__kaggle__to__va__lr.json,1,False,False,True,False,True,neutral,brier_degraded,linear
isotonic,external_kaggle_uci,cfs,kaggle__to__va,rf,0.228270,0.247859,0.129338,0.189012,0.393003,0.500000,0.019588,0.059673,0.106997,external_kaggle_uci__cfs__kaggle__to__va__rf.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded|mce_severe,tree
isotonic,external_kaggle_uci,cfs,kaggle__to__va,xgb,0.262105,0.261304,0.186929,0.156792,0.506031,0.266667,-0.000800,-0.030138,-0.239364,external_kaggle_uci__cfs__kaggle__to__va__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,switzerland__to__kaggle,lgbm,0.460067,0.236460,0.461263,0.008700,0.481517,0.072967,-0.223607,-0.452563,-0.408551,external_kaggle_uci__cfs__switzerland__to__kaggle__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,switzerland__to__kaggle,lr,0.455599,0.217413,0.455198,0.010111,0.455198,0.065002,-0.238186,-0.445087,-0.390196,external_kaggle_uci__cfs__switzerland__to__kaggle__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_kaggle_uci,cfs,switzerland__to__kaggle,rf,0.249518,0.227138,0.102259,0.002773,0.306490,0.075758,-0.022380,-0.099486,-0.230732,external_kaggle_uci__cfs__switzerland__to__kaggle__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,switzerland__to__kaggle,xgb,0.461902,0.235235,0.458185,0.007590,0.524851,0.295838,-0.226667,-0.450595,-0.229013,external_kaggle_uci__cfs__switzerland__to__kaggle__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,va__to__kaggle,lgbm,0.278163,0.225358,0.213904,0.007481,0.302139,0.029231,-0.052805,-0.206423,-0.272908,external_kaggle_uci__cfs__va__to__kaggle__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,va__to__kaggle,lr,0.276106,0.230708,0.183716,0.004616,0.502760,0.046964,-0.045398,-0.179100,-0.455796,external_kaggle_uci__cfs__va__to__kaggle__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_kaggle_uci,cfs,va__to__kaggle,rf,0.232303,0.211707,0.065334,0.007104,0.241543,0.019137,-0.020597,-0.058230,-0.222406,external_kaggle_uci__cfs__va__to__kaggle__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_kaggle_uci,cfs,va__to__kaggle,xgb,0.267872,0.226915,0.202958,0.004976,0.454093,0.009505,-0.040958,-0.197982,-0.444588,external_kaggle_uci__cfs__va__to__kaggle__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland+hungary+switzerland__to__va,lgbm,0.191145,0.230382,0.108475,0.170567,0.253585,0.388889,0.039237,0.062092,0.135304,external_uci__cleveland+hungary+switzerland__to__va__lgbm.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded|mce_severe,tree
isotonic,external_uci,,cleveland+hungary+switzerland__to__va,lr,0.186701,0.223637,0.121367,0.182421,0.276775,0.766279,0.036936,0.061054,0.489504,external_uci__cleveland+hungary+switzerland__to__va__lr.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded|mce_severe,linear
isotonic,external_uci,,cleveland+hungary+switzerland__to__va,rf,0.176358,0.225334,0.079225,0.173163,0.251293,0.666667,0.048976,0.093938,0.415373,external_uci__cleveland+hungary+switzerland__to__va__rf.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded|mce_severe,tree
isotonic,external_uci,,cleveland+hungary+switzerland__to__va,xgb,0.205991,0.234209,0.118897,0.171841,0.339558,0.454417,0.028217,0.052944,0.114859,external_uci__cleveland+hungary+switzerland__to__va__xgb.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded|mce_severe,tree
isotonic,external_uci,,cleveland+hungary+va__to__switzerland,lgbm,0.202972,0.063584,0.327033,0.013978,0.666698,0.333333,-0.139388,-0.313055,-0.333365,external_uci__cleveland+hungary+va__to__switzerland__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland+hungary+va__to__switzerland,lr,0.198139,0.073997,0.325376,0.011797,0.634427,0.058699,-0.124142,-0.313578,-0.575728,external_uci__cleveland+hungary+va__to__switzerland__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,cleveland+hungary+va__to__switzerland,rf,0.184268,0.051437,0.322440,0.018927,0.657304,0.336442,-0.132831,-0.303513,-0.320862,external_uci__cleveland+hungary+va__to__switzerland__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland+hungary+va__to__switzerland,xgb,0.200732,0.051467,0.327810,0.018817,0.630258,0.333333,-0.149264,-0.308993,-0.296924,external_uci__cleveland+hungary+va__to__switzerland__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland+switzerland+va__to__hungary,lgbm,0.217129,0.149582,0.250689,0.065201,0.402791,0.388889,-0.067547,-0.185488,-0.013902,external_uci__cleveland+switzerland+va__to__hungary__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland+switzerland+va__to__hungary,lr,0.194910,0.135037,0.258732,0.041019,0.466103,0.681805,-0.059873,-0.217714,0.215702,external_uci__cleveland+switzerland+va__to__hungary__lr.json,1,True,True,False,False,True,improved,success,linear
isotonic,external_uci,,cleveland+switzerland+va__to__hungary,rf,0.166508,0.130735,0.184661,0.065063,0.282383,0.450525,-0.035773,-0.119598,0.168143,external_uci__cleveland+switzerland+va__to__hungary__rf.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_uci,,cleveland+switzerland+va__to__hungary,xgb,0.221402,0.163887,0.248056,0.060733,0.442840,0.343289,-0.057515,-0.187323,-0.099552,external_uci__cleveland+switzerland+va__to__hungary__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland__to__hungary,lgbm,0.158929,0.141549,0.162981,0.040352,0.572645,0.222222,-0.017380,-0.122628,-0.350423,external_uci__cleveland__to__hungary__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland__to__hungary,lr,0.455337,0.128083,0.514474,0.070507,0.735020,0.268491,-0.327254,-0.443967,-0.466529,external_uci__cleveland__to__hungary__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,cleveland__to__hungary,rf,0.163525,0.133744,0.195728,0.106354,0.474050,0.471952,-0.029781,-0.089375,-0.002098,external_uci__cleveland__to__hungary__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland__to__hungary,xgb,0.165488,0.152466,0.166984,0.029860,0.536932,0.808062,-0.013022,-0.137125,0.271130,external_uci__cleveland__to__hungary__xgb.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_uci,,cleveland__to__switzerland,lgbm,0.217624,0.071838,0.341179,0.019441,0.904005,0.074923,-0.145787,-0.321737,-0.829081,external_uci__cleveland__to__switzerland__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland__to__switzerland,lr,0.226883,0.085774,0.317370,0.043514,0.943150,0.521304,-0.141109,-0.273857,-0.421845,external_uci__cleveland__to__switzerland__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,cleveland__to__switzerland,rf,0.188505,0.061893,0.316506,0.016497,0.733491,0.333333,-0.126612,-0.300009,-0.400158,external_uci__cleveland__to__switzerland__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland__to__switzerland,xgb,0.216589,0.070408,0.342005,0.001274,0.643447,0.010808,-0.146182,-0.340731,-0.632639,external_uci__cleveland__to__switzerland__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,cleveland__to__va,lgbm,0.180354,0.232439,0.112030,0.186158,0.263012,0.356408,0.052085,0.074128,0.093396,external_uci__cleveland__to__va__lgbm.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded,tree
isotonic,external_uci,,cleveland__to__va,lr,0.248331,0.247036,0.237228,0.196149,0.839159,0.730445,-0.001295,-0.041079,-0.108714,external_uci__cleveland__to__va__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,cleveland__to__va,rf,0.182567,0.223773,0.092664,0.185290,0.187839,0.658477,0.041205,0.092626,0.470638,external_uci__cleveland__to__va__rf.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded|mce_severe,tree
isotonic,external_uci,,cleveland__to__va,xgb,0.194492,0.252585,0.090787,0.202885,0.240252,0.428571,0.058093,0.112097,0.188319,external_uci__cleveland__to__va__xgb.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded|mce_severe,tree
isotonic,external_uci,,hungary+switzerland+va__to__cleveland,lgbm,0.270034,0.181221,0.281137,0.096274,0.548848,0.382565,-0.088813,-0.184863,-0.166282,external_uci__hungary+switzerland+va__to__cleveland__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,hungary+switzerland+va__to__cleveland,lr,0.536660,0.199143,0.542702,0.055662,0.816164,0.119311,-0.337517,-0.487039,-0.696853,external_uci__hungary+switzerland+va__to__cleveland__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,hungary+switzerland+va__to__cleveland,rf,0.226696,0.168158,0.235441,0.096416,0.464950,0.333333,-0.058538,-0.139024,-0.131617,external_uci__hungary+switzerland+va__to__cleveland__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,hungary+switzerland+va__to__cleveland,xgb,0.269820,0.160569,0.280186,0.132216,0.545750,0.268037,-0.109252,-0.147969,-0.277713,external_uci__hungary+switzerland+va__to__cleveland__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,hungary__to__cleveland,lgbm,0.175139,0.176182,0.085023,0.071023,0.253198,0.418178,0.001043,-0.013999,0.164980,external_uci__hungary__to__cleveland__lgbm.json,1,False,True,False,False,True,neutral,mce_degraded|mce_severe,tree
isotonic,external_uci,,hungary__to__cleveland,lr,0.407030,0.170817,0.419874,0.074316,0.858501,0.655948,-0.236213,-0.345558,-0.202553,external_uci__hungary__to__cleveland__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,hungary__to__cleveland,rf,0.177274,0.176524,0.126676,0.137819,0.284327,0.769940,-0.000750,0.011143,0.485613,external_uci__hungary__to__cleveland__rf.json,1,True,False,False,False,True,degraded,ece_degraded|mce_degraded|mce_severe,tree
isotonic,external_uci,,hungary__to__cleveland,xgb,0.179058,0.194720,0.087527,0.143198,0.233149,0.387990,0.015662,0.055671,0.154841,external_uci__hungary__to__cleveland__xgb.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded|mce_severe,tree
isotonic,external_uci,,hungary__to__switzerland,lgbm,0.253531,0.057007,0.406756,0.023703,0.791665,0.500000,-0.196524,-0.383053,-0.291665,external_uci__hungary__to__switzerland__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,hungary__to__switzerland,lr,0.350357,0.071459,0.528371,0.019746,0.548243,0.765513,-0.278897,-0.508625,0.217269,external_uci__hungary__to__switzerland__lr.json,1,True,True,False,False,True,improved,success,linear
isotonic,external_uci,,hungary__to__switzerland,rf,0.167349,0.049558,0.314315,0.045105,0.656819,0.857145,-0.117790,-0.269210,0.200326,external_uci__hungary__to__switzerland__rf.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_uci,,hungary__to__switzerland,xgb,0.247867,0.056201,0.393271,0.007742,0.765088,0.104995,-0.191666,-0.385528,-0.660092,external_uci__hungary__to__switzerland__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,hungary__to__va,lgbm,0.197947,0.230864,0.162929,0.187599,0.361658,0.333333,0.032917,0.024670,-0.028325,external_uci__hungary__to__va__lgbm.json,1,False,False,True,False,True,degraded,brier_degraded|ece_degraded,tree
isotonic,external_uci,,hungary__to__va,lr,0.217776,0.226565,0.187774,0.182213,0.443322,0.457979,0.008789,-0.005561,0.014657,external_uci__hungary__to__va__lr.json,1,False,True,False,False,True,degraded,mce_degraded,linear
isotonic,external_uci,,hungary__to__va,rf,0.180154,0.226829,0.101377,0.178370,0.281165,0.427588,0.046674,0.076993,0.146423,external_uci__hungary__to__va__rf.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|ece_severe|mce_degraded|mce_severe,tree
isotonic,external_uci,,hungary__to__va,xgb,0.200401,0.245163,0.079649,0.190810,0.343516,0.301035,0.044762,0.111161,-0.042481,external_uci__hungary__to__va__xgb.json,1,False,False,True,False,True,degraded,brier_degraded|ece_degraded|ece_severe,tree
isotonic,external_uci,,switzerland__to__cleveland,lgbm,0.367918,0.178826,0.411695,0.034316,0.584703,0.059271,-0.189092,-0.377379,-0.525433,external_uci__switzerland__to__cleveland__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,switzerland__to__cleveland,lr,0.482918,0.187734,0.486442,0.099725,0.486442,0.237037,-0.295184,-0.386717,-0.249405,external_uci__switzerland__to__cleveland__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,switzerland__to__cleveland,rf,0.217029,0.180748,0.188025,0.093860,0.342701,0.287826,-0.036281,-0.094164,-0.054874,external_uci__switzerland__to__cleveland__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,switzerland__to__cleveland,xgb,0.362123,0.182060,0.406109,0.080818,0.727670,0.371429,-0.180063,-0.325291,-0.356241,external_uci__switzerland__to__cleveland__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,switzerland__to__hungary,lgbm,0.413449,0.158558,0.477790,0.061974,0.730195,0.333333,-0.254891,-0.415816,-0.396861,external_uci__switzerland__to__hungary__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,switzerland__to__hungary,lr,0.557205,0.167584,0.572637,0.103994,0.572637,0.216667,-0.389621,-0.468643,-0.355970,external_uci__switzerland__to__hungary__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,switzerland__to__hungary,rf,0.236572,0.164510,0.277481,0.044250,0.475647,0.668752,-0.072061,-0.233231,0.193105,external_uci__switzerland__to__hungary__rf.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_uci,,switzerland__to__hungary,xgb,0.391759,0.152669,0.461623,0.008841,0.673040,0.095311,-0.239090,-0.452781,-0.577729,external_uci__switzerland__to__hungary__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,switzerland__to__va,lgbm,0.301506,0.260723,0.287510,0.165897,0.429918,0.264706,-0.040783,-0.121614,-0.165212,external_uci__switzerland__to__va__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,switzerland__to__va,lr,0.307740,0.231713,0.284360,0.181196,0.284360,0.500000,-0.076027,-0.103164,0.215640,external_uci__switzerland__to__va__lr.json,1,True,True,False,False,True,improved,success,linear
isotonic,external_uci,,switzerland__to__va,rf,0.219744,0.241456,0.154210,0.174624,0.294908,0.358974,0.021712,0.020414,0.064067,external_uci__switzerland__to__va__rf.json,1,False,False,False,False,True,degraded,brier_degraded|ece_degraded|mce_degraded,tree
isotonic,external_uci,,switzerland__to__va,xgb,0.293697,0.248552,0.280368,0.179581,0.722904,0.294231,-0.045145,-0.100787,-0.428673,external_uci__switzerland__to__va__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,va__to__cleveland,lgbm,0.255985,0.192898,0.245036,0.087858,0.492869,0.785510,-0.063087,-0.157178,0.292641,external_uci__va__to__cleveland__lgbm.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_uci,,va__to__cleveland,lr,0.432270,0.185878,0.450321,0.062488,0.766764,0.217067,-0.246391,-0.387833,-0.549696,external_uci__va__to__cleveland__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,va__to__cleveland,rf,0.196654,0.183559,0.144880,0.061429,0.263957,0.294444,-0.013095,-0.083450,0.030487,external_uci__va__to__cleveland__rf.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_uci,,va__to__cleveland,xgb,0.243191,0.200558,0.224630,0.085122,0.377711,0.500000,-0.042633,-0.139508,0.122289,external_uci__va__to__cleveland__xgb.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_uci,,va__to__hungary,lgbm,0.203408,0.159093,0.233605,0.044935,0.352041,0.350000,-0.044315,-0.188670,-0.002041,external_uci__va__to__hungary__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,va__to__hungary,lr,0.355407,0.139682,0.366421,0.064469,0.698620,0.679318,-0.215725,-0.301952,-0.019303,external_uci__va__to__hungary__lr.json,1,True,True,True,True,False,improved,success,linear
isotonic,external_uci,,va__to__hungary,rf,0.178906,0.138899,0.198929,0.097736,0.282460,0.803064,-0.040006,-0.101193,0.520604,external_uci__va__to__hungary__rf.json,1,True,True,False,False,True,improved,success,tree
isotonic,external_uci,,va__to__hungary,xgb,0.212850,0.165934,0.227634,0.077934,0.416309,0.195671,-0.046916,-0.149700,-0.220638,external_uci__va__to__hungary__xgb.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,va__to__switzerland,lgbm,0.129370,0.078410,0.194094,0.031983,0.356606,0.053593,-0.050960,-0.162111,-0.303013,external_uci__va__to__switzerland__lgbm.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,va__to__switzerland,lr,0.104844,0.056718,0.179144,0.022605,0.179144,0.500000,-0.048126,-0.156539,0.320856,external_uci__va__to__switzerland__lr.json,1,True,True,False,False,True,improved,success,linear
isotonic,external_uci,,va__to__switzerland,rf,0.237355,0.078029,0.395209,0.030102,0.545252,0.053324,-0.159326,-0.365107,-0.491928,external_uci__va__to__switzerland__rf.json,1,True,True,True,True,False,improved,success,tree
isotonic,external_uci,,va__to__switzerland,xgb,0.128744,0.077211,0.246854,0.045363,0.646478,0.074013,-0.051532,-0.201491,-0.572465,external_uci__va__to__switzerland__xgb.json,1,True,True,True,True,False,improved,success,tree
