,experiment_type,variant,train_sites,test_site,model,n_train,n_test,n_features_used,features_used,best_params,results_path,roc_auc,pr_auc,brier_score,accuracy,f1,precision,recall,specificity,prevalence,ece,mce,roc_auc_ci_lower,roc_auc_ci_upper,pr_auc_ci_lower,pr_auc_ci_upper,brier_score_ci_lower,brier_score_ci_upper,accuracy_ci_lower,accuracy_ci_upper,ece_ci_lower,ece_ci_upper,cfs_full_auc,cfs_cfs_auc,cfs_auc_drop,cfs_relative_drop_pct,internal_auc,auc_delta
54,external_uci,,cleveland+hungary+switzerland,va,rf,720.0,200,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']","{'max_depth': 20, 'min_samples_leaf': 5}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+hungary+switzerland__to__va\rf\results.json,0.7486511383076722,0.8792902564755336,0.1765417027658252,0.735,0.8178694158075601,0.8380281690140845,0.7986577181208053,0.5490196078431373,0.745,0.11898100505717983,0.22977518445393758,0.666885200460307,0.8286477761572676,0.8141411607109603,0.9370033551613685,0.14988024915136577,0.20255110304760615,0.6723750000000001,0.795,0.07754149263530631,0.17920415098608655,,,,,0.6666666666666667,0.08198447164100542
55,external_uci,,cleveland+hungary+switzerland,va,xgb,720.0,200,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']","{'subsample': 0.7, 'max_depth': 3, 'learning_rate': 0.01}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+hungary+switzerland__to__va\xgb\results.json,0.6982497697065404,0.8638113334764429,0.1823280155658722,0.705,0.8078175895765473,0.7848101265822784,0.8322147651006712,0.3333333333333333,0.745,0.11159498095512392,0.37258619882843713,0.611508316532258,0.7815014688172082,0.7986853631113671,0.9233188464979433,0.15120828188955784,0.21338116116821765,0.645,0.765,0.07827868993207814,0.17054114589095112,,,,,0.6933333333333334,0.004916436373207045
56,external_uci,,cleveland+hungary+va,switzerland,lgbm,797.0,123,6,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak']","{'num_leaves': 15, 'max_depth': 3, 'learning_rate': 0.01}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+hungary+va__to__switzerland\lgbm\results.json,0.7510869565217391,0.9690754276192849,0.18119953491050445,0.6910569105691057,0.8061224489795918,0.9753086419753086,0.6869565217391305,0.75,0.9349593495934959,0.3180487282254836,0.64540982441321,0.4795762711864407,0.9537035488665923,0.9289222854820449,0.9971858372379351,0.1488021413733457,0.21376202794700552,0.6097560975609756,0.7723577235772358,0.26871971598961336,0.3630543808908874,,,,,0.696086956521739,0.05500000000000005
57,external_uci,,cleveland+hungary+va,switzerland,lr,797.0,123,6,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak']",{'C': 0.1},outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+hungary+va__to__switzerland\lr\results.json,0.7141304347826087,0.9655231786138812,0.18328257149822047,0.7317073170731707,0.8374384236453202,0.9659090909090909,0.7391304347826086,0.625,0.9349593495934959,0.30321896925840686,0.6367891791899685,0.43372393846936186,0.9383153763030764,0.9222447689363594,0.9959184719867666,0.14898936023232326,0.2242247154911266,0.6585365853658537,0.8048780487804879,0.255419538755176,0.3563662824208344,,,,,0.7243478260869565,-0.010217391304347734
58,external_uci,,cleveland+hungary+va,switzerland,rf,797.0,123,6,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak']","{'max_depth': 5, 'min_samples_leaf': 1}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+hungary+va__to__switzerland\rf\results.json,0.7652173913043478,0.9731027202861978,0.17023361896760672,0.7154471544715447,0.8258706467661692,0.9651162790697675,0.7217391304347827,0.625,0.9349593495934959,0.32008145902981405,0.9364798605028624,0.49640669515669517,0.977876647834275,0.938983341541622,0.9990482058156234,0.14168302820226314,0.20081486921841074,0.6422764227642277,0.7886178861788617,0.2735508460427371,0.35962913143007336,,,,,0.7217391304347827,0.04347826086956519
59,external_uci,,cleveland+hungary+va,switzerland,xgb,797.0,123,6,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak']","{'subsample': 0.7, 'max_depth': 3, 'learning_rate': 0.01}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+hungary+va__to__switzerland\xgb\results.json,0.7608695652173914,0.9716893966315115,0.18310114741325378,0.6747967479674797,0.7959183673469388,0.9629629629629629,0.6782608695652174,0.625,0.9349593495934959,0.32107753021930296,0.6363535523414612,0.48967671060891405,0.969725975975976,0.934769617677158,0.9984256539855664,0.15150168873369693,0.21555984541773793,0.5892276422764228,0.7560975609756098,0.27183515796877017,0.36597391108005506,,,,,0.758695652173913,0.0021739130434783593
60,external_uci,,cleveland+va+switzerland,hungary,lgbm,626.0,294,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']","{'num_leaves': 15, 'max_depth': 3, 'learning_rate': 0.01}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+switzerland+va__to__hungary\lgbm\results.json,0.867322360497792,0.7875117043324382,0.2112143926295477,0.6394557823129252,0.6558441558441559,0.5,0.9528301886792453,0.4627659574468085,0.36054421768707484,0.24060132585951383,0.38617819929816255,0.8236638418146446,0.9093013106327428,0.7097494977413168,0.8620152813176146,0.18994972405852276,0.23058091934166075,0.5884353741496599,0.6938775510204082,0.20509535848778007,0.28988816858832617,,,,,0.9016290726817042,-0.034306712183912236
61,external_uci,,cleveland+va+switzerland,hungary,lr,626.0,294,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']",{'C': 0.01},outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+switzerland+va__to__hungary\lr\results.json,0.8947209955841027,0.8426761344994115,0.1855549150873287,0.7585034013605442,0.7340823970037453,0.6086956521739131,0.9245283018867925,0.6648936170212766,0.36054421768707484,0.24508727614665793,0.3766869049018617,0.8575981429191092,0.9309053522247843,0.7830306130108561,0.8968476445407909,0.16429126223030108,0.2045866222788454,0.7108843537414966,0.8095238095238095,0.20883029023490227,0.28972725198032817,,,,,0.8721804511278195,0.022540544456283174
62,external_uci,,cleveland+va+switzerland,hungary,rf,626.0,294,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']","{'max_depth': 20, 'min_samples_leaf': 5}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+switzerland+va__to__hungary\rf\results.json,0.8891509433962264,0.8082395144317276,0.16290524774241907,0.7959183673469388,0.75,0.6716417910447762,0.8490566037735849,0.7659574468085106,0.36054421768707484,0.1649931147589674,0.2653536506017804,0.8545366825761251,0.9237956828731299,0.7327202418640226,0.8824199855029816,0.1446354926006443,0.17835959055524628,0.7533163265306122,0.8401360544217688,0.13742694118563165,0.21124764919083652,,,,,0.8834586466165414,0.005692296779684969
63,external_uci,,cleveland+va+switzerland,hungary,xgb,626.0,294,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']","{'subsample': 0.7, 'max_depth': 3, 'learning_rate': 0.01}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\cleveland+switzerland+va__to__hungary\xgb\results.json,0.8492824167001205,0.7515354152207184,0.21249844133853912,0.673469387755102,0.6778523489932886,0.5260416666666666,0.9528301886792453,0.5159574468085106,0.36054421768707484,0.2344905306287363,0.3795004505099672,0.8041128897161905,0.8934611962949395,0.6688191803330528,0.8316393574835275,0.18729262687265874,0.234349562600255,0.6258503401360545,0.7296768707482992,0.19433130806400664,0.27764612536142474,,,,,0.9035087719298246,-0.05422635522970409
64,external_uci,,hungary,cleveland,lgbm,294.0,303,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']","{'num_leaves': 15, 'max_depth': 3, 'learning_rate': 0.01}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\hungary__to__cleveland\lgbm\results.json,0.8544481487980348,0.853100413584995,0.15544919728826728,0.7953795379537953,0.7578125,0.8290598290598291,0.697841726618705,0.8780487804878049,0.45874587458745875,0.08740127837471626,0.19158572052629186,0.8107534199127512,0.8918851611201355,0.8006912153793139,0.8965449380965752,0.13641640084155254,0.17955590247306394,0.7491749174917491,0.834983498349835,0.06645429967361116,0.1294439118145849,,,,,0.9469696969696969,-0.09252154817166214
65,external_uci,,hungary,cleveland,lr,294.0,303,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']",{'C': 0.01},outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\hungary__to__cleveland\lr\results.json,0.8705035971223021,0.8658139675063838,0.41165867611419077,0.5412541254125413,0.0,0.0,0.0,1.0,0.45874587458745875,0.42847371202875284,0.863691118547079,0.824510769634883,0.9128013414040622,0.8163866013223303,0.9081916124372884,0.362369642067073,0.46014441567503184,0.48514851485148514,0.594059405940594,0.377220199068238,0.4799398488463922,,,,,0.9632034632034632,-0.0926998660811611
66,external_uci,,hungary,cleveland,rf,294.0,303,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']","{'max_depth': 10, 'min_samples_leaf': 10}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\hungary__to__cleveland\rf\results.json,0.8624320056150201,0.8626290230511805,0.16001354396332232,0.768976897689769,0.7619047619047619,0.7225806451612903,0.8057553956834532,0.7378048780487805,0.45874587458745875,0.11789390039123267,0.24574098730384722,0.8198536411250694,0.89962634231865,0.8109055777215302,0.9066731717491388,0.1434482096519014,0.1781108132884996,0.7260726072607261,0.8136138613861386,0.08771106644344578,0.162896477586867,,,,,0.9696969696969697,-0.10726496408194963
67,external_uci,,hungary,cleveland,xgb,294.0,303,8,"['age', 'sex', 'cp', 'trestbps', 'chol', 'thalach', 'exang', 'oldpeak']","{'subsample': 0.8, 'max_depth': 3, 'learning_rate': 0.01}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\hungary__to__cleveland\xgb\results.json,0.8497982102123179,0.8381288932980323,0.15832895040512085,0.7953795379537953,0.7596899224806202,0.8235294117647058,0.7050359712230215,0.8719512195121951,0.45874587458745875,0.06818625773533736,0.174879579708494,0.8034639526841691,0.8870062849379009,0.7821649766988124,0.8864268820058906,0.1393646739423275,0.18186548985540865,0.7458745874587459,0.8316831683168316,0.052302431648984404,0.12213695346079641,,,,,0.948051948051948,-0.0982537378396301
68,external_uci,,hungary,switzerland,lgbm,294.0,123,6,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak']","{'num_leaves': 31, 'max_depth': 5, 'learning_rate': 0.01}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\hungary__to__switzerland\lgbm\results.json,0.7288043478260869,0.9693145193761149,0.2303596533656918,0.6747967479674797,0.7959183673469388,0.9629629629629629,0.6782608695652174,0.625,0.9349593495934959,0.38453645923436014,0.7916648569643703,0.43639830508474575,0.9719450280112044,0.932398977795902,0.9986615118396569,0.1971781881878795,0.26436710758803245,0.5934959349593496,0.7560975609756098,0.3339141432955625,0.4273802865034316,,,,,0.696086956521739,0.03271739130434792
69,external_uci,,hungary,switzerland,lr,294.0,123,6,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak']",{'C': 0.001},outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\hungary__to__switzerland\lr\results.json,0.7619565217391304,0.9716967791781952,0.35077212675249614,0.06504065040650407,0.0,0.0,0.0,1.0,0.9349593495934959,0.5418725193861315,0.5453662292116002,0.4979154838440344,0.9753115348703584,0.9347190746920789,0.9988471024250056,0.33757809574296194,0.3623108516902162,0.024390243902439025,0.11382113821138211,0.4973427647049605,0.5791022352895063,,,,,0.7243478260869565,0.03760869565217395
70,external_uci,,hungary,switzerland,rf,294.0,123,6,"['age', 'sex', 'cp', 'trestbps', 'exang', 'oldpeak']","{'max_depth': 10, 'min_samples_leaf': 10}",outputs\runs\20260301T225358_93bf3a3395d35eb1\external_uci\hungary__to__switzerland\rf\results.json,0.7728260869565218,0.9700642151564248,0.15794834984379885,0.8130081300813008,0.892018779342723,0.9693877551020408,0.8260869565217391,0.625,0.9349593495934959,0.30785603870734013,0.9228431432308136,0.48133903133903133,0.9831256231306081,0.9304088187056488,0.9993758050697676,0.1333679796945838,0.18466024867956027,0.7479674796747967,0.8780487804878049,0.2650719671155482,0.3492750863201335,,,,,0.7217391304347827,0.05108695652173911
